idno,complex_id,protein_id
7255,"ING5 complex (ING5, JADE3, KAT7, MEAF6)",Q9HAF1
7256,ABCB1-PPP2R3C-TFPI2 complex,P08183
7256,ABCB1-PPP2R3C-TFPI2 complex,P48307
7256,ABCB1-PPP2R3C-TFPI2 complex,Q969Q6
7259,HCFC1-THAP11-ZNF143 complex,P51610
7259,HCFC1-THAP11-ZNF143 complex,P52747
7259,HCFC1-THAP11-ZNF143 complex,Q96EK4
7262,3-Hydroxyacyl CoA dehydrogenase,P40939
7262,3-Hydroxyacyl CoA dehydrogenase,P55084
7263,ABCG5-ABCG8 sterol transporter,Q9H221
7263,ABCG5-ABCG8 sterol transporter,Q9H222
7265,"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",P05026
7265,"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",P55087
7265,"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",P78508
7265,"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",Q15049
7265,"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",Q9HBA0
7265,"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex",Q9NSN8
7266,AKT1-NQO2 complex,P16083
7266,AKT1-NQO2 complex,P31749
7267,KAT2A-Oxoglutarate dehydrogenase complex,P09622
7267,KAT2A-Oxoglutarate dehydrogenase complex,P36957
7267,KAT2A-Oxoglutarate dehydrogenase complex,Q02218
7267,KAT2A-Oxoglutarate dehydrogenase complex,Q92830
7268,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",P05026
7268,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",P55087
7268,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",P78508
7268,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",Q14CZ8
7268,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",Q15049
7268,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",Q9HBA0
7269,p532-Clathrin-HSP70 complex,P0DMV8
7269,p532-Clathrin-HSP70 complex,Q00610
7269,p532-Clathrin-HSP70 complex,Q15751
7271,ARNTL-NPAS2 complex,O00327
7271,ARNTL-NPAS2 complex,Q99743
7272,Core clock complex,O00327
7272,Core clock complex,O15516
7273,ARNTL-HIF1A complex,O00327
7273,ARNTL-HIF1A complex,Q16665
7274,ARNTL-EPAS1 complex,O00327
7274,ARNTL-EPAS1 complex,Q99814
7275,BCL2-CISD2 complex,P10415
7275,BCL2-CISD2 complex,Q8N5K1
7277,Carboxypeptidase N,P15169
7277,Carboxypeptidase N,P22792
7278,CTNNB1-GSK3B-PHF19 complex,P35222
7278,CTNNB1-GSK3B-PHF19 complex,P49841
7278,CTNNB1-GSK3B-PHF19 complex,Q5T6S3-2
7279,CTNNB1-BTRC-PHF19 (short isoform) complex,P35222
7279,CTNNB1-BTRC-PHF19 (short isoform) complex,Q5T6S3-2
7279,CTNNB1-BTRC-PHF19 (short isoform) complex,Q9Y297
7281,BIN1-EHBP1-RAB8A complex,O00499
7281,BIN1-EHBP1-RAB8A complex,P61006
7281,BIN1-EHBP1-RAB8A complex,Q8NDI1
7282,FEN1-WRN complex,P39748
7282,FEN1-WRN complex,Q14191
7283,ETS1-PRX1 complex,P14921
7283,ETS1-PRX1 complex,P54821
7284,GSK3B-HSP90AA1-PKM2 complex,P07900
7284,GSK3B-HSP90AA1-PKM2 complex,P14618
7284,GSK3B-HSP90AA1-PKM2 complex,P49841
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,O94992
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,P12956
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,P13010
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,P23246
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,P43243
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,P78527
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,Q15233
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,Q8WXF1
7285,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex,Q96PK6
7286,AIP4-DTX3L complex,Q8TDB6
7286,AIP4-DTX3L complex,Q96J02
7287,SIMPLE-HRS-STAM1 complex,O14964
7287,SIMPLE-HRS-STAM1 complex,Q92783
7287,SIMPLE-HRS-STAM1 complex,Q99732
7288,ANGPTL4-LRP6-SDC1 complex,O75581
7288,ANGPTL4-LRP6-SDC1 complex,P18827
7288,ANGPTL4-LRP6-SDC1 complex,Q9BY76
7289,ANGPTL4-LRP6-SDC2 complex,O75581
7289,ANGPTL4-LRP6-SDC2 complex,P34741
7289,ANGPTL4-LRP6-SDC2 complex,Q9BY76
7290,ANGPTL4-LRP6-SDC4 complex,O75581
7290,ANGPTL4-LRP6-SDC4 complex,P31431
7290,ANGPTL4-LRP6-SDC4 complex,Q9BY76
7291,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,P49770
7291,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q13144
7291,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q9NR50
7291,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q9UI10
7292,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,P49770
7292,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q13144
7292,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q14232
7292,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q9NR50
7292,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,Q9UI10
7294,JUND-TAP1 complex,P17535
7294,JUND-TAP1 complex,Q03518
7295,ERCC1-RPA1-XPA complex,P07992
7295,ERCC1-RPA1-XPA complex,P23025
7295,ERCC1-RPA1-XPA complex,P27694
7296,PRT1-RGP1 complex,P55884
7296,PRT1-RGP1 complex,Q92546
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,P06454
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,P25786
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,P39687
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,P60709
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,Q00325
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,Q07021
7299,ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P05141
7299,ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P06454
7299,ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P25788
7299,ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P39687
7299,ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,Q92688
7300,PARD3B-PARD6A-PRKCI complex,P41743
7300,PARD3B-PARD6A-PRKCI complex,Q8TEW8
7300,PARD3B-PARD6A-PRKCI complex,Q9NPB6
7304,HIC1-PCL3L-PCR2 complex,O75530
7304,HIC1-PCL3L-PCR2 complex,Q14526
7304,HIC1-PCL3L-PCR2 complex,Q15022
7304,HIC1-PCL3L-PCR2 complex,Q15910
7304,HIC1-PCL3L-PCR2 complex,Q5T6S3
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",O00483
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P00395
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P00403
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P00414
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P09669
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P0DJ07
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P10176
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P10606
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P12074
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P13073
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P14406
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P14854
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P15954
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P20674
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",P24311
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",Q6UWS5
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",Q8N490-2
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",Q9Y241
7309,END1-ENDRA complex,P05305
7309,END1-ENDRA complex,P25101
7310,IL10-IL10RA complex,P22301
7310,IL10-IL10RA complex,Q13651
7311,CRY1-Core clock complex,O00327
7311,CRY1-Core clock complex,O15516
7311,CRY1-Core clock complex,Q16526
7312,CTNNB1-ESR1 complex,P03372
7312,CTNNB1-ESR1 complex,P35222
7313,ESYT1-ESYT2 complex,A0FGR8
7313,ESYT1-ESYT2 complex,Q9BSJ8
7314,ESYT1-ESYT3 complex,A0FGR9
7314,ESYT1-ESYT3 complex,Q9BSJ8
7316,NFKB1-STAT3 complex,P19838
7316,NFKB1-STAT3 complex,P40763
7317,RELA-STAT3 complex,P40763
7317,RELA-STAT3 complex,Q04206
7318,CTNNB1-DDX5-HDGF complex,P17844
7318,CTNNB1-DDX5-HDGF complex,P35222
7318,CTNNB1-DDX5-HDGF complex,P51858
7319,CLEC4E-FCER1G complex,P30273
7319,CLEC4E-FCER1G complex,Q9ULY5
7320,CLEC4E-MS4A2 complex,Q01362
7320,CLEC4E-MS4A2 complex,Q9ULY5
7324,HINT1-TIP60 complex,P49773
7324,HINT1-TIP60 complex,Q92993
7325,HINT1-UBC3-RBX1 complex,P49427
7325,HINT1-UBC3-RBX1 complex,P49773
7325,HINT1-UBC3-RBX1 complex,P62877
7326,HINT1-SP1 complex,P08047
7326,HINT1-SP1 complex,P49773
7328,AML1-HIPK2-p300 complex,Q01196
7328,AML1-HIPK2-p300 complex,Q09472
7328,AML1-HIPK2-p300 complex,Q9H2X6
7329,CADM1-DLG1-MPP3-PIK3R1 complex,P27986
7329,CADM1-DLG1-MPP3-PIK3R1 complex,Q12959
7329,CADM1-DLG1-MPP3-PIK3R1 complex,Q13368
7329,CADM1-DLG1-MPP3-PIK3R1 complex,Q9BY67
7331,RAC1-RHOA-VANGL2 complex,P61586
7331,RAC1-RHOA-VANGL2 complex,P63000
7331,RAC1-RHOA-VANGL2 complex,Q9ULK5
7333,MICALL1-RAB13 complex,P51153
7333,MICALL1-RAB13 complex,Q8N3F8
7336,FRMD7(FL)-FRMD7(S) complex,Q6ZUT3-1
7336,FRMD7(FL)-FRMD7(S) complex,Q6ZUT3-2
7337,AUF1(p45)-ZFP36 complex,P26651
7337,AUF1(p45)-ZFP36 complex,Q14103
7338,HNRNPD(p45)-ZFP36L1 complex,Q07352
7338,HNRNPD(p45)-ZFP36L1 complex,Q14103
7340,HNRNPD(p45)-ZFP36L2 complex,P47974
7340,HNRNPD(p45)-ZFP36L2 complex,Q14103
7341,CTNNAL1-DNTA complex,Q9UBT7
7341,CTNNAL1-DNTA complex,Q9Y4J8
7342,DHCR24-DHCR7 complex,Q15392
7342,DHCR24-DHCR7 complex,Q9UBM7
7344,NLGN1-NRXN1 complex,Q8N2Q7
7344,NLGN1-NRXN1 complex,Q9ULB1
7345,DISC1-TRAK1 complex,Q9NRI5
7345,DISC1-TRAK1 complex,Q9UPV9
7346,DISC1-RHOT1 complex,Q8IXI2
7346,DISC1-RHOT1 complex,Q9NRI5
7349,MTR4-RBM7-ZCCHC8 complex,P42285
7349,MTR4-RBM7-ZCCHC8 complex,Q6NZY4
7349,MTR4-RBM7-ZCCHC8 complex,Q9Y580
7351,GDF15-ERBB2 complex,P04626
7351,GDF15-ERBB2 complex,Q99988
7352,PARP1-LIG3 complex,P09874
7352,PARP1-LIG3 complex,P49916
7354,ASXL1-HCFC1-OGT complex,O15294
7354,ASXL1-HCFC1-OGT complex,P51610
7354,ASXL1-HCFC1-OGT complex,Q8IXJ9
7356,IL15-MFGE8 complex,P40933
7356,IL15-MFGE8 complex,Q08431
7357,TRIM25-G3BP2 complex,Q14258
7357,TRIM25-G3BP2 complex,Q9UN86
7358,NDFIP1-NEDD4L-SLC11A2 complex,P49281
7358,NDFIP1-NEDD4L-SLC11A2 complex,Q96PU5
7358,NDFIP1-NEDD4L-SLC11A2 complex,Q9BT67
7359,TF-TFRC complex,P02786
7359,TF-TFRC complex,P02787
7361,ARAF-PIK3R1 complex,P10398
7361,ARAF-PIK3R1 complex,P27986
7363,EYA1-SIX1 complex,Q15475
7363,EYA1-SIX1 complex,Q99502
7364,EYA1-SIX2 complex,Q99502
7364,EYA1-SIX2 complex,Q9NPC8
7366,KATNA1-KATNAL1-KATNB1-KATNBL1 complex,O75449
7366,KATNA1-KATNAL1-KATNB1-KATNBL1 complex,Q9BVA0
7366,KATNA1-KATNAL1-KATNB1-KATNBL1 complex,Q9BW62
7366,KATNA1-KATNAL1-KATNB1-KATNBL1 complex,Q9H079
7367,ASH2L-KDM6B-KDM6B-WDR5 complex,O15054
7367,ASH2L-KDM6B-KDM6B-WDR5 complex,P61964
7367,ASH2L-KDM6B-KDM6B-WDR5 complex,Q15291
7367,ASH2L-KDM6B-KDM6B-WDR5 complex,Q9UBL3
7368,"Ubiquitin E3 ligase (CUL3, KEAP1, RBX1)",P62877
7368,"Ubiquitin E3 ligase (CUL3, KEAP1, RBX1)",Q13618
7368,"Ubiquitin E3 ligase (CUL3, KEAP1, RBX1)",Q14145
7370,CUL3-KCTD11 complex,Q13618
7370,CUL3-KCTD11 complex,Q693B1
7371,CUL3-KCTD6 complex,Q13618
7371,CUL3-KCTD6 complex,Q8NC69
7372,BRD7-SWI\u2013SNF complex,O14497
7372,BRD7-SWI\u2013SNF complex,O14744
7372,BRD7-SWI\u2013SNF complex,O96019
7372,BRD7-SWI\u2013SNF complex,P51531
7372,BRD7-SWI\u2013SNF complex,P51532
7372,BRD7-SWI\u2013SNF complex,Q8TAQ2
7372,BRD7-SWI\u2013SNF complex,Q8WUB8
7372,BRD7-SWI\u2013SNF complex,Q92922
7372,BRD7-SWI\u2013SNF complex,Q969G3
7372,BRD7-SWI\u2013SNF complex,Q96GM5
7372,BRD7-SWI\u2013SNF complex,Q9NPI1
7373,BRD7-SWI\u2013SNF-SUZ12 complex,P51531
7373,BRD7-SWI\u2013SNF-SUZ12 complex,P51532
7373,BRD7-SWI\u2013SNF-SUZ12 complex,Q15022
7373,BRD7-SWI\u2013SNF-SUZ12 complex,Q9NPI1
7373,BRD7-SWI\u2013SNF-SUZ12 complex,Q9NVM4
7374,BRD7-BAF60A-MEP50 complex,Q96GM5
7374,BRD7-BAF60A-MEP50 complex,Q9BQA1
7374,BRD7-BAF60A-MEP50 complex,Q9NPI1
7375,BRD7-EZH2-SUZ12 complex,Q15022
7375,BRD7-EZH2-SUZ12 complex,Q15910
7375,BRD7-EZH2-SUZ12 complex,Q9NPI1
7376,BRD7-CBP-SWI\u2013SNF complex,O14744
7376,BRD7-CBP-SWI\u2013SNF complex,P51531
7376,BRD7-CBP-SWI\u2013SNF complex,P51532
7376,BRD7-CBP-SWI\u2013SNF complex,Q8WUB8
7376,BRD7-CBP-SWI\u2013SNF complex,Q969G3
7376,BRD7-CBP-SWI\u2013SNF complex,Q9NPI1
7376,BRD7-CBP-SWI\u2013SNF complex,Q9NWQ8
7377,KDM8-RCCD1 complex,A6NED2
7377,KDM8-RCCD1 complex,Q8N371
7378,KHDC3L-NLRP5-OOEP-TLE6 complex,A6NGQ2
7378,KHDC3L-NLRP5-OOEP-TLE6 complex,P59047
7378,KHDC3L-NLRP5-OOEP-TLE6 complex,Q587J8
7378,KHDC3L-NLRP5-OOEP-TLE6 complex,Q9H808
7379,FYN-KHDRBS1-PLCG1 complex,P06241
7379,FYN-KHDRBS1-PLCG1 complex,P19174
7379,FYN-KHDRBS1-PLCG1 complex,Q07666
7381,DCS complex,P26599
7381,DCS complex,P31943
7381,DCS complex,Q92945
7381,DCS complex,Q9UKA9
7382,Prohibitin-HIRA complex,P35232
7382,Prohibitin-HIRA complex,P54198
7382,Prohibitin-HIRA complex,Q9NPG3
7382,Prohibitin-HIRA complex,Q9Y6J0
7383,OGT-HIRA complex,O15294
7383,OGT-HIRA complex,P54198
7383,OGT-HIRA complex,Q9NPG3
7383,OGT-HIRA complex,Q9Y6J0
7384,DTX3L-PARP9 complex,Q8IXQ6
7384,DTX3L-PARP9 complex,Q8TDB6
7385,DTX3L-PARP9-STAT1 complex,P42224
7385,DTX3L-PARP9-STAT1 complex,Q8IXQ6
7385,DTX3L-PARP9-STAT1 complex,Q8TDB6
7386,HIVEP3-RUNX2-WWP1 complex,Q13950
7386,HIVEP3-RUNX2-WWP1 complex,Q5T1R4
7386,HIVEP3-RUNX2-WWP1 complex,Q9H0M0
7388,CENP-A nucleosomal complex,P07199
7388,CENP-A nucleosomal complex,P33778
7388,CENP-A nucleosomal complex,P49450
7388,CENP-A nucleosomal complex,P62805
7388,CENP-A nucleosomal complex,Q03188
7388,CENP-A nucleosomal complex,Q08945
7388,CENP-A nucleosomal complex,Q8N0S6
7388,CENP-A nucleosomal complex,Q8NCD3
7388,CENP-A nucleosomal complex,Q92674
7388,CENP-A nucleosomal complex,Q96BT3
7388,CENP-A nucleosomal complex,Q96H22
7388,CENP-A nucleosomal complex,Q96QV6
7388,CENP-A nucleosomal complex,Q96T23
7388,CENP-A nucleosomal complex,Q9H3R5
7388,CENP-A nucleosomal complex,Q9Y5B9
7389,KCNA1-KCNA2-KCNAB2 complex,P16389
7389,KCNA1-KCNA2-KCNAB2 complex,Q09470
7389,KCNA1-KCNA2-KCNAB2 complex,Q13303
7394,CENP-H-I complex,Q13352
7394,CENP-H-I complex,Q6IPU0
7394,CENP-H-I complex,Q71F23
7394,CENP-H-I complex,Q7L2Z9
7394,CENP-H-I complex,Q8N0S6
7394,CENP-H-I complex,Q92674
7394,CENP-H-I complex,Q96H22
7394,CENP-H-I complex,Q9BS16
7394,CENP-H-I complex,Q9BU64
7394,CENP-H-I complex,Q9H3R5
7394,CENP-H-I complex,Q9NSP4
7395,ADAM22-LGI1 complex,O95970
7395,ADAM22-LGI1 complex,Q9P0K1
7403,SREBP-1a-PKM2 complex,P14618
7403,SREBP-1a-PKM2 complex,P36956
7405,TMEM173-TBK1 complex,Q86WV6
7405,TMEM173-TBK1 complex,Q9UHD2
7406,AKT1-APPL1-HDAC3 complex,O15379
7406,AKT1-APPL1-HDAC3 complex,P31749
7406,AKT1-APPL1-HDAC3 complex,Q9UKG1
7407,TOP3B-c complex,O95985
7407,TOP3B-c complex,Q9H7E2
7408,"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",P49407
7408,"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",Q6ZSZ5
7408,"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",Q8N8S7
7410,CAPG-PRMT5 complex,O14744
7410,CAPG-PRMT5 complex,P40121
7413,CENPA-histone H4-HJURP complex,P49450
7413,CENPA-histone H4-HJURP complex,P62805
7413,CENPA-histone H4-HJURP complex,Q8NCD3
7416,GJB2-PTK2-NANOG complex,P29033
7416,GJB2-PTK2-NANOG complex,Q05397
7416,GJB2-PTK2-NANOG complex,Q9H9S0
7417,CFTR-GOPC-STX6 complex,O43752
7417,CFTR-GOPC-STX6 complex,P13569
7417,CFTR-GOPC-STX6 complex,Q9HD26
7418,HK1-VDAC1 complex,P19367
7418,HK1-VDAC1 complex,P21796
7420,TP53-TSPY1-USP7 complex,P04637
7420,TP53-TSPY1-USP7 complex,Q01534
7420,TP53-TSPY1-USP7 complex,Q93009
7421,TSPY1-TSPYL5-USP7 complex,Q01534
7421,TSPY1-TSPYL5-USP7 complex,Q86VY4
7421,TSPY1-TSPYL5-USP7 complex,Q93009
7422,PPP1R13L-CEP55 complex,Q53EZ4
7422,PPP1R13L-CEP55 complex,Q8WUF5
7423,PPP1CA-PPP1R13L complex,P62136
7423,PPP1CA-PPP1R13L complex,Q8WUF5
7424,ISLR2-ROCK1 complex,Q13464
7424,ISLR2-ROCK1 complex,Q6UXK2
7425,KIAA1468-OSBP-RAB11A complex,P22059
7425,KIAA1468-OSBP-RAB11A complex,P62491
7425,KIAA1468-OSBP-RAB11A complex,Q9P260
7427,ATF2-HK1-VDAC1 complex,P15336
7427,ATF2-HK1-VDAC1 complex,P19367
7427,ATF2-HK1-VDAC1 complex,P21796
7428,mtRNase P,O15091
7428,mtRNase P,Q7L0Y3
7428,mtRNase P,Q99714
7429,HSD17B10-TRMT10C complex,Q7L0Y3
7429,HSD17B10-TRMT10C complex,Q99714
7430,FLCN-FNIP2 complex,Q8NFG4
7430,FLCN-FNIP2 complex,Q9P278
7437,KAT2B-KIF11-MYSM1 complex,P52732
7437,KAT2B-KIF11-MYSM1 complex,Q5VVJ2
7437,KAT2B-KIF11-MYSM1 complex,Q92831
7439,ECT2-KIF23-RACGAP1 complex,Q02241
7439,ECT2-KIF23-RACGAP1 complex,Q9H0H5
7439,ECT2-KIF23-RACGAP1 complex,Q9H8V3
7440,KIF23-RACGAP1 complex,Q02241
7440,KIF23-RACGAP1 complex,Q9H0H5
7441,HOOK1-SHP2 complex,Q06124
7441,HOOK1-SHP2 complex,Q9UJC3
7442,HOOK2-PCM1-RAB8A complex,P61006
7442,HOOK2-PCM1-RAB8A complex,Q15154
7442,HOOK2-PCM1-RAB8A complex,Q96ED9
7443,Exosome,Q01780
7443,Exosome,Q06265
7443,Exosome,Q13868
7443,Exosome,Q15024
7443,Exosome,Q5RKV6
7443,Exosome,Q8TF46
7443,Exosome,Q96B26
7443,Exosome,Q99547
7443,Exosome,Q9NPD3
7443,Exosome,Q9NQT4
7443,Exosome,Q9NQT5
7443,Exosome,Q9Y3B2
7444,HOOK2-PAR3-Par6alpha-PKCiota complex,P41743
7444,HOOK2-PAR3-Par6alpha-PKCiota complex,Q8TEW0
7444,HOOK2-PAR3-Par6alpha-PKCiota complex,Q96ED9
7444,HOOK2-PAR3-Par6alpha-PKCiota complex,Q9NPB6
7445,HOOK2-KCL3-LRGUK1-RIMBP3 complex,Q6P597
7445,HOOK2-KCL3-LRGUK1-RIMBP3 complex,Q96ED9
7445,HOOK2-KCL3-LRGUK1-RIMBP3 complex,Q96M69
7445,HOOK2-KCL3-LRGUK1-RIMBP3 complex,Q9UFD9
7459,"Glycine receptor (GLRA11, GLRB)",P23415
7459,"Glycine receptor (GLRA11, GLRB)",P48167
7462,"GABA-A receptor (GABRA1, GABRB2, GABRD)",O14764
7462,"GABA-A receptor (GABRA1, GABRB2, GABRD)",P14867
7462,"GABA-A receptor (GABRA1, GABRB2, GABRD)",P47870
7476,AP1B1-AP1G2-AP1M1-AP1S1 complex,O75843
7476,AP1B1-AP1G2-AP1M1-AP1S1 complex,P61966
7476,AP1B1-AP1G2-AP1M1-AP1S1 complex,Q10567
7476,AP1B1-AP1G2-AP1M1-AP1S1 complex,Q9BXS5
7477,MIA2-MIA3-PREB complex,Q5JRA6-1
7477,MIA2-MIA3-PREB complex,Q96PC5
7477,MIA2-MIA3-PREB complex,Q9HCU5
7478,MIA2-MIA3-PREB complex,Q5JRA6-4
7478,MIA2-MIA3-PREB complex,Q96PC5
7478,MIA2-MIA3-PREB complex,Q9HCU5
7479,Astrin-kinastrin complex,P53350
7479,Astrin-kinastrin complex,P63167
7479,Astrin-kinastrin complex,Q562F6
7479,Astrin-kinastrin complex,Q96R06
7479,Astrin-kinastrin complex,Q9Y448
7480,HDAC3-H1.3-SMRT-N-Cor complex,O15379
7480,HDAC3-H1.3-SMRT-N-Cor complex,O75376
7480,HDAC3-H1.3-SMRT-N-Cor complex,P16402
7480,HDAC3-H1.3-SMRT-N-Cor complex,Q9Y618
7482,LAP1-TOR1A complex,O14656
7482,LAP1-TOR1A complex,Q5JTV8
7483,ARF1-ARFIP2-ARL1-PKD2 complex,P40616
7483,ARF1-ARFIP2-ARL1-PKD2 complex,P53365
7483,ARF1-ARFIP2-ARL1-PKD2 complex,P84077
7483,ARF1-ARFIP2-ARL1-PKD2 complex,Q13563
7485,HAS1-HAS2 complex,Q92819
7485,HAS1-HAS2 complex,Q92839
7486,HAS2-HAS3,O00219
7486,HAS2-HAS3,Q92819
7487,DTNBP1(1A)-HDAC3 complex,O15379
7487,DTNBP1(1A)-HDAC3 complex,Q96EV8-1
7488,DTNBP1(1B)-HDAC3 complex,O15379
7488,DTNBP1(1B)-HDAC3 complex,Q96EV8-3
7489,EglN2-NRF1-PGC1alpha complex,Q14494
7489,EglN2-NRF1-PGC1alpha complex,Q96KS0
7489,EglN2-NRF1-PGC1alpha complex,Q9UBK2
7490,VEGF-A165-VEGFR2 complex,P15692-4
7490,VEGF-A165-VEGFR2 complex,P35968
7491,VEGF-A145-VEGFR2 complex,P15692-6
7491,VEGF-A145-VEGFR2 complex,P35968
7493,sGNAI2-DRD2 receptor complex,P04899-4
7493,sGNAI2-DRD2 receptor complex,P14416
7495,KDR-VEGF-A121 complex,P15692-9
7495,KDR-VEGF-A121 complex,P35968
7496,NRP2-VEGF-A165 complex,O60462
7496,NRP2-VEGF-A165 complex,P15692-4
7497,FLT1-VEGF-A121 complex,P15692-9
7497,FLT1-VEGF-A121 complex,P17948
7498,NRP1-VEGF-A145 complex,O14786
7498,NRP1-VEGF-A145 complex,P15692-6
7499,VEGFA-VEGF-B167 complex,P15692
7499,VEGFA-VEGF-B167 complex,P49765-2
7500,KDR-L-VEGF189 complex,P15692-13
7500,KDR-L-VEGF189 complex,P35968
7501,NRP1-VEGF189 complex,O14786
7501,NRP1-VEGF189 complex,P15692-2
7504,CD44-ERK1-ERK2-RHAMM complex,O75330
7504,CD44-ERK1-ERK2-RHAMM complex,P16070
7504,CD44-ERK1-ERK2-RHAMM complex,P27361
7504,CD44-ERK1-ERK2-RHAMM complex,P28482
7506,KCNB1-KCNE2 complex,Q14721
7506,KCNB1-KCNE2 complex,Q9Y6J6
7507,KCNB1-KCNE1 complex,P15382
7507,KCNB1-KCNE1 complex,Q14721
7509,IL1RAP-IL1RL1-KIT complex,P10721
7509,IL1RAP-IL1RL1-KIT complex,Q01638
7509,IL1RAP-IL1RL1-KIT complex,Q9NPH3
7510,IL1RAP-KIT complex,P10721
7510,IL1RAP-KIT complex,Q9NPH3
7513,PAQR3-SCAP-SREBF2 complex,Q12770
7513,PAQR3-SCAP-SREBF2 complex,Q12772
7513,PAQR3-SCAP-SREBF2 complex,Q6TCH7
7514,SCAP-SREBF2 complex,Q12770
7514,SCAP-SREBF2 complex,Q12772
7515,PAQR3-SCAP-complex,Q12770
7515,PAQR3-SCAP-complex,Q6TCH7
7516,PAQR3-SREBF2 complex,Q12772
7516,PAQR3-SREBF2 complex,Q6TCH7
7517,"Ubiquitin E3 ligase (CUL3, KLHL7, RBX1)",P62877
7517,"Ubiquitin E3 ligase (CUL3, KLHL7, RBX1)",Q13618
